word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,tense,plural,detail,audio,audio_uk,audio_us
a-c bias,,,[电] 交流偏压,,,,,,,,,,,,
a-c bridge,,,[电] 交流式电桥,,,,,,,,,,,,
a-c circuit,,,[电] 交流电路,,,,,,,,,,,,
a-c circuit breaker,,,[电] 交流断路器,,,,,,,,,,,,
a-c coupling,,,[电] 交流耦合,,,,,,,,,,,,
a-c cycle,,,[电] 交流频率,,,,,,,,,,,,
a-c d-c receiver,,,[电] 交直流接收器,,,,,,,,,,,,
a-c directional overcurrent relay,,,[电] 交流方向性超流断电器,,,,,,,,,,,,
a-c dump,,,[电] 交流倾销,,,,,,,,,,,,
a-c dynamo,,,[电] 交流电机,,,,,,,,,,,,
a-c erasing head,,,[电] 交流抹擦头,,,,,,,,,,,,
a-c generator,,,[电] 交流发电机,,,,,,,,,,,,
a-c hum,,,[电] 交流声,,,,,,,,,,,,
a-c imrt-arc welder,,,[电] 交流定弧熔接器,,,,,,,,,,,,
a-c machive,,,[电] 交流电机,,,,,,,,,,,,
a-c magnetic biasing,,,[电] 交流磁偏,,,,,,,,,,,,
a-c motor,,,[电] 交流电动机,,,,,,,,,,,,
a-c noise,,,[电] 交流杂音,,,,,,,,,,,,
a-c noise immunity,,,[电] 交流杂音免除,,,,,,,,,,,,
a-c phase meter,,,[电] 交流相位计,,,,,,,,,,,,
a-c plate resistance,,,[电] 交流屏极电阻,,,,,,,,,,,,
a-c positioning,,,[电] 交流定倍,,,,,,,,,,,,
a-c power,,,[电] 交流电力,,,,,,,,,,,,
a-c power supply,,,[电] 交流功率供应,,,,,,,,,,,,
a-c receiver,,,[电] 交流接收机,,,,,,,,,,,,
a-c reclosing relay,,,[电] 交流复闭断电器,,,,,,,,,,,,
a-c relay,,,[电] 交流电中继站,,,,,,,,,,,,
a-c resistance,,,[电] 交流电阻,,,,,,,,,,,,
a-c source,,,[电] 交流电源,,,,,,,,,,,,
a-c time overcurrent relay,,,[电] 交流时间超流继电器,,,,,,,,,,,,
a-c transducer,,,[电] 交流转换器,,,,,,,,,,,,
a-c transformer,,,[电] 交流变压器,,,,,,,,,,,,
a-c transmission,,,[电] 交流输电,,,,,,,,,,,,
a-c tube,,,[电] 交流管,,,,,,,,,,,,
a-d converter,,,[电] ad转变器,,,,,,,,,,,,
a-display,,,[电] A-显示法,,,,,,,,,,,,
a-frame,"'ei,freim",,[机] A型架,,,,,,,,,,,,
a-law,,,[电] A法则,,,,,,,,,,,,
a-m threshold,,,[电] 幅调临限,,,,,,,,,,,,
a-m tuner,,,[电] 幅变调谐器,,,,,,,,,,,,
a-m/f-m receiver,,,[电] 调幅/调频接收机,,,,,,,,,,,,
a-m/f-m tuner,,,[电] 调幅/调频调谐器,,,,,,,,,,,,
a-margin,,,[机] A边界,,,,,,,,,,,,
a-n radio range a-n,,,[电] 无线电范围,,,,,,,,,,,,
a-n signal a-n,,,[电] 讯号,,,,,,,,,,,,
a-particle,,,[机] A-质点,,,,,,,,,,,,
a-scan,,,[电] A-扫描,,,,,,,,,,,,
a-scope,,,[电] A-眼界,,,,,,,,,,,,
a-supply,,,[电] A-供应,,,,,,,,,,,,
A.D.,ænәu'dɔminai,,公元\n[医] 右耳,,,,,,,,,,,,
A.F.C.,,,自动频率控制,,,,,,,,,,,,
A.F.S.,,,[机] 美国铸造学会,,,,,,,,,,,,
A.F.S. grain fineness number,,,[机] A.F.S.粒度指数,,,,,,,,,,,,
a.m,,,abbr. （拉）午前；早上（ante meridiem）,,,,,,,,,,,,
a.m.,,,"上午, 午前",,2,,,,,,,,,,
A.P.I. baum'e gravity,,,[机] A.P.I.波美比重单位,,,,,,,,,,,,
A.q.l.,,,[电] 可接受质量水平,,,,,,,,,,,,
A.r.s.r.,,,[电] 航路监测雷达,,,,,,,,,,,,
a.s.r.,,,[电] 机场监测雷达,,,,,,,,,,,,
A/C,,,"公元前, 往来帐户, 活期存款帐户",,,,,,,,,,,,
a/d converter controller,,,[电] 类比数位转换控制器,,,,,,,,,,,,
A/UX,,,[计] A/UX操作系统,,,,,,,,,,,,
a1,'ei'wʌn,,adj. 第一等的,,,,,,,,,,,,
A2,,,[医] 主动脉第二声,,,,,,,,,,,,
a3,,,n. A3号纸（尺寸为420×297mm的）,,,,,,,,,,,,
a4,,,n. A4型纸（规格为297×210毫米的纸）,,,,,,,,,,,,
a5,,,n. A5型纸（标准的纸张尺寸）,,,,,,,,,,,,
AA,ɔ:,n. a dry form of lava resembling clinkers,"[计] 绝对地址, 农业自动化, 自动应答\n[医] 各, 各个",,,,,9086,,,,,,,
AAA,,,[医] 急性焦虑发作,,,,,26941,,,,,,,
aaaa,,,abbr. 美国广告代理商协会（The American Association of Advertising Agencies）,,,,,,,,,,,,
aaaaa,,,n. 五星级,,,,,,,,,,,,
aaaargh,,,啊……（非正式，表大叫）,,,,,,,,,,,,
aaah,,,abbr. American Association for the Advancement of the Humanities 美国人权促进会,,,,,46637,33005,,,,,,
aac,,,abbr. 自动振幅控制（automatic ampltiude control）,,,,,,,,,,,,
Aachen,'ɑ:kәn,n. a city in western Germany near the Dutch and Belgian borders; formerly it was Charlemagne's northern capital,亚琛[德意志联邦共和国西部城市],,,,,27319,,,,,,,
AACON,,,[计] 机构记帐控制系统,,,,,,,,,,,,
AACS,,,[计] 高级异步通信系统,,,,,,,,,,,,
AADC,,,[计] 通用数字计算机,,,,,,,,,,,,
AADS,,,[计] 自动应用开发系统,,,,,,,,,,,,
AAE,,,[计] 自动应答设备,,,,,,,,,,,,
aah,ɑ:,,"abbr.[军] Armored Artillery Howitzer, 装甲榴弹炮\nabbr.[军] Advanced Attack Helicopter, 先进攻击直升机",,,,,17446,25225,,,,,,
AAL,ɑ:l,,[计] 绝对汇编语言,,,,,,,,,,,,
aaliyah,,,阿莉娅(人名),,,,,,,,,,,,
AAM,,,空对空导弹,,,,,,,,,,,,
AAME,,,[计] 美国微处理机工程师协会,,,,,,,,,,,,
aang,,,n. (Aang)人名；(印尼)阿昂,,,,,,,,,,,,
AAP,,,"[计] 分析员辅助程序, 相联阵列处理机, 附加应用处理机",,,,,,,,,,,,
AAPL,,,[计] 阵列处理语言,,,,,,,,,,,,
aardvark,'ɑ:dvɑ:k,n. nocturnal burrowing mammal of the grasslands of Africa that feeds on termites; sole extant representative of the order Tubulidentata,n. 土豚,,,,,,38967,,,,,,
aardwolf,'ɑ:dwulf,n. striped hyena of southeast Africa that feeds chiefly on insects,n. 土狼,,,,,,,,,,,,
aare,'ɑ:rə,n. a river in north central Switzerland that runs northeast into the Rhine,n. 阿勒河（瑞士中部河流，等于Aar）,,,,,,,,,,,,
aargh,ɑ:,, 啊 ,,,,,18153,,,,,,,
AARNet,,,[计] 澳州学术及科技网,,,,,,,,,,,,
aaron,'eәrәn,n. United States professional baseball player who hit more home runs than Babe Ruth (born in 1934)\nn. (Old Testament) elder brother of Moses and first high priest of the Israelites; created the golden calf,n. 亚伦（男子名）；[圣经]亚伦（摩西之兄，犹太教的第一祭司长）,,,,,12803,,,,,,,
aarp,,,abbr. 美国退休者协会（American Association of Retired Persons）；[计]Apple Talk地址转换协议（AppleTalk Address Resolution Protocol）,,,,,,,,,,,,
AARS,,,[计] 自动地址识别子系统,,,,,,,,,,,,
aarti,,,n. (Aarti)人名；(芬)阿尔蒂,,,,,,,,,,,,
AAS,,,[计] 先进管理系统\n[化] 原子吸收分光光度法,,,,,,,,,,,,
aasvogel,'ɑ:sfәugәl,,n. 南非兀鹫,,,,,,,,,,,,
Aasynchronous transmission,,,[计] 异步传输,,,,,,,,,,,,
ab,æb,n. the eleventh month of the civil year; the fifth month of the ecclesiastical year in the Jewish calendar (in July and August)\nn. the blood group whose red cells carry both the A and B antigens,"prep. 从, 自\n[计] 地址总线",,,,,30643,,,,,,,
ab extra,æb'ekstrә,,从外面,,,,,,,,,,,,
ab initio,.æbi'niʃiәu,,从头开始\n[法] 自始; 从头开始; 从开始起,,,,,,,,,,,,
ab intra,,,从内部,,,,,,,,,,,,
ab origine,.æbәә'ridʒәni:,,从起初,,,,,,,,,,,,
ab ovo,.æb'әuvәu,,自始,,,,,,,,,,,,
ab uno disce omnes,æb'ju:nәj'disi:'ɔmni:z,,由一斑而窥全豹,,,,,,,,,,,,
ab-ampere,,,[电] 绝对安培,,,,,,,,,,,,
aba,'ɑ:bә,n. a loose sleeveless outer garment made from aba cloth; worn by Arabs\nn. a fabric woven from goat hair and camel hair,"n. 宽大无袖长袍, 驼毛织物",,,,,29881,,,,,,,
Ababa,,,n. (Ababa)人名；(塞)阿巴巴,,,,,17875,,,,,,,
abaca,.æbә'kɑ:,n. Philippine banana tree having leafstalks that yield Manila hemp used for rope and paper etc,"n. 马尼拉麻, 麻蕉\n[医] 马尼拉麻",,,,,,,,,,,,
abaci,'æbәsai,,pl. 算盘,,,,,,,,,,,,
aback,ә'bæk,r. having the wind against the forward side of the sails\nr. by surprise,"ad. 向后, 朝后, 突然, 船顶风地",,1,,,11825,11213,,,,,,
abacterial,.eibæk'tiәriәl,,a. 非细菌性的\n[医] 非细菌性的; 无细菌的,,,,,,,,,,,,
abactinal,æb'æktinәl,a. (of radiate animals) located on the surface or end opposite to that on which the mouth is situated,"a. 离辐的, 无触角的",,,,,,,,,,,,
abacus,'æbәkәs,n. a tablet placed horizontally on top of the capital of a column as an aid in supporting the architrave\nn. a calculator that performs arithmetic functions by manually sliding counters on rods or in grooves,n. 算盘\n[计] 算盘,,,,,33591,28310,,,,,,
abaddon,ә'bædәn,,"n. 亚巴顿, 地狱",,,,,,,,,,,,
abaft,ә'bɑ:ft,,"ad. 在船尾, 向船尾\nprep. 在...后面",,,,,,,,,,,,
abalone,æbә'lәuni,n. any of various large edible marine gastropods of the genus Haliotis having an ear-shaped shell with pearly interior,n. 鲍,,,,,,23756,,,,,,
abampere,æb'æmpeә,n. a unit of current equal to 10 amperes,[机] 麻田散体,,,,,,,,,,,,
aban,,,n. 波斯历八月,,,,,,,,,,,,
aband,,,n. 壹个组合（乐队）,,,,,,,,,,,,
abandon,ә'bændәn,"n. the trait of lacking restraint or control; reckless freedom from inhibition or worry\nv. forsake, leave behind\nv. give up with the intent of never claiming again\nv. stop maintaining or insisting on; of ideas or claims","vt. 放弃, 抛弃, 遗弃, 使屈从, 沉溺, 放纵\nn. 放任, 无拘束, 狂热",,3,1,gk cet4 cet6 ky toefl,2056,1949,,,,,,
abandon oneself to,,,沉溺于,,,,,,,,,,,,
abandoned,ә'bændәnd,s. forsaken by owner or inhabitants\ns. free from constraint,"a. 被抛弃的, 无约束的, 恣意放荡的",,3,1,toefl,9616,5406,,,,,,
abandoned call,,,[计] 未接通呼叫,,,,,,,,,,,,
abandonee,ә.bændә'ni:,,"n. 弃物受领人, 被委付人\n[经] 受领(或有权受领)被遗弃财物者",,,,,,,,,,,,
abandoner,ә'bændәnә,,"n. 遗弃者, 委付者\n[经] 委付者, 放弃者",,,,,,,,,,,,
abandoning,,,v. 放弃；屈服（abandon的现在分词）,,,,,43074,,,,,,,
abandonment,ә'bændәmәnt,n. the act of giving something up\nn. the voluntary surrender of property (or a right to property) without attempting to reclaim it or give it away,"n. 放弃, 抛弃, 放纵\n[经] 委付, 废弃, 放弃(采矿权)",,,,toefl,8590,8712,,,,,,
abase,ә'beis,,"vt. 降低...的地位, 降低...的品格, 贬抑, 使谦卑",,,,,41732,38614,,,,,,
abase oneself,,,谦卑,,,,,,,,,,,,
abasement,ә'beismәnt,n. a low or downcast state,"n. 贬抑, 屈辱, 谦卑",,,,,46435,40626,,,,,,
abash,ә'bæʃ,,"vt. 使不安, 使羞愧, 使困窘",,,,,48445,38272,,,,,,
abashed,ә'bæʃd,s. feeling or caused to feel uneasy and self-conscious,"a. 不安的, 窘迫的",,,,toefl,34389,25950,,,,,,
abashment,ә'bæʃmәnt,n. feeling embarrassed due to modesty,"n. 羞愧, 害臊",,,,,,,,,,,,
abask,ә'bɑ:sk,,"ad. 在舒适的温暖中, 暖洋洋地",,,,,,,,,,,,
abate,ә'beit,v. become less in amount or intensity,"vt. 减少, 减轻, 减弱, 废除, 打折扣\nvi. 减轻, 减弱, 减少, 失效, 被废除",,1,,toefl,13782,11624,,,,,,
abatement,ә'beitmәnt,n. the act of abating,"n. 减少, 减轻, 缓和, 折扣, 撤消, 中止\n[化] 废料; 失效",,,,,23565,14317,,,,,,
abating,,,n. [机械]硬度降低,,,,,,,,,,,,
abatis,'æbәtis,,"n. 鹿砦, 有刺铁丝网",,,,,,,,,,,,
abatment,,,"[电] 消除, 减除",,,,,,,,,,,,
abattoir,'æbәtwɑ:,n. a building where animals are butchered,"n. 屠场, 角斗场\n[医] 屠宰场",,,,,21484,27114,,,,,,
abaxial,æb'æksiәl,a. facing away from the axis of an organ or organism,a. 离开轴心的\n[化] 离轴的,,,,,,,,,,,,
abaya,ә'beijә,n. (Arabic) a loose black robe from head to toe; traditionally worn by Muslim women,"n.毛织物, (阿拉伯式)长袍",,,,,,33326,,,,,,
abb,æb,,"n. 等外羊毛, 纬纱\n[计] 积木块阵列",,,,,36971,,,,,,,
Abba,'æbә,,n. 阿爸父(耶稣对上帝的尊称),,,,,25038,,,,,,,
abbacy,'æbәsi,n. the jurisdiction or office of an abbot,n. 修道院院长的职位(或管区、任期),,,,,,,,,,,,
Abbas,,,n. 阿巴斯（地名，伊朗最大港口）；阿巴斯王朝,,,,,25817,,,,,,,
abbatial,ә'beiʃәl,"a. of or having to do with or belonging to an abbey or abbot, or abbess","a. 修道院的, 修道院院长的",,,,,,,,,,,,
abbe,'æbei,n. a French abbot,"n. 男修道院院长, 神父",,,,,,42662,,,,,,
Abbe criterion,,,[计] 阿贝判据,,,,,,,,,,,,
abbess,'æbes,n. the superior of a group of nuns,n. 女修道院院长,,,,,27921,24025,,,,,,
Abbeville,'æbivil,,n. 阿布维尔（法国一城市）,,,,,47122,,,,,,,
abbey,'æbi,n. a church associated with a monastery or convent\nn. a convent ruled by an abbess\nn. a monastery ruled by an abbot,n. 大修道院,,2,,,3571,17783,,,,,,
abbie,'æbi:,,n. 阿比（女子名）,,,,,,,,,,,,
abbot,'æbәt,n. the superior of an abbey of monks,"n. 男修道院院长, 大寺院男住持",,,,,9275,18135,,,,,,
Abbott,'æbət,,n. 阿尔伯特（人名）；雅培（公司名）,,,,,13083,,,,,,,
abbrev,,,[计] 缩写,,,,,,,,,,,,
abbreviate,ә'bri:vieit,v. shorten,"vt. 缩写, 使...简略, 缩短\nvi. 使用缩写词",,,,toefl,20689,20795,,,,,,
abbreviated,,s. (of clothing) very short\ns. cut short in duration,"[计] 缩写的, 短缩的, 简写的, 简略的, 缩略的\n[医] 减短的, 缩减的, 省略的",,,,,21123,16338,,,,,,
abbreviated address,,,"[计] 短缩的地址, 缩址",,,,,,,,,,,,
abbreviated address calling,,,[计] 缩址呼叫,,,,,,,,,,,,
abbreviated addressing,,,[计] 短缩编址,,,,,,,,,,,,
abbreviated argument,,,[计] 短缩变元,,,,,,,,,,,,
abbreviated call,,,"[计] 短缩呼叫, 简呼",,,,,,,,,,,,
abbreviated character,,,"[计] 简化字符, 缩写字符",,,,,,,,,,,,
abbreviated dialing,,,[计] 简略拨号,,,,,,,,,,,,
abbreviated form,,,"[计] 缩写形式, 简写形式",,,,,,,,,,,,
abbreviated header,,,[计] 缩写标题,,,,,,,,,,,,
abbreviated keyword,,,[计] 简缩关键字,,,,,,,,,,,,
abbreviated name,,,[计] 略语名称,,,,,,,,,,,,
abbreviated table,,,[计] 简缩表,,,,,,,,,,,,
abbreviation,ә.bri:vi'eiʃәn,n. a shortened form of a word or phrase\nn. shortening something by omitting parts of it,"n. 缩写词, 缩写, 缩短, 节略",,,,cet6 toefl ielts,15464,17949,,,,,,
abbreviative,,,[计] 缩写,,,,,,,,,,,,
abbreviative notation,,,"[计] 缩写记号, 缩写标记, 短缩表示",,,,,,,,,,,,
abbreviator,ә'bri:vieitә,,n. 缩写者,,,,,,,,,,,,
abbreviatory,"ә'bri:vi,eitәri",,"[计] 缩写的, 省略的, 短缩的, 简略的",,,,,,,,,,,,
abbs,,,abbr. 建筑论坛,,,,,,,,,,,,
abby,'æbi,,n. 艾比（女子名）,,,,,39656,,,,,,,
ABC,'eibi:'si:,,"预定章程, 美国广播公司, 澳大利亚广播公司, 字母表, 基础知识\n[计] 记帐预算计价系统, 通用插件板计算机, 美国广播公司, 自动编码系统",,2,,,12797,,,,,,,
abcd,,,abbr. 加快收寄投递系统（Accelerated Business Collection and Delivery）,,,,,,,,,,,,
abcoulomb,æb'ku:lɔm,n. a unit of electrical charge equal to 10 coulombs,[电] 绝对库伦,,,,,,,,,,,,
abd,,,abbr. [俚]准博士（All But Dissertation）,,,,,30000,,,,,,,
Abdallah,,,n. (Abdallah)人名；(坦桑、阿拉伯)阿卜杜拉,,,,,30125,,,,,,,
Abdel,,,n. (Abdel)人名；(阿拉伯、哈萨、塔吉、吉尔、乌兹、阿塞、土库、乍、塞)阿卜杜勒,,,,,29281,,,,,,,
abdicable,'æbdikŋbl,s. capable of being discarded or renounced or relinquished,"a. 可放弃的, 可辞职的",,,,,,,,,,,,
abdicate,'æbdikeit,"v. give up, such as power, as of monarchs and emperors, or duties and obligations","vt. 正式放弃\nvi. 退位, 退出, 辞职",,,,toefl,18883,16889,,,,,,
abdication,.æbdi'keiʃәn,n. a formal resignation and renunciation of powers\nn. the act of abdicating,"n. 逊位, 弃权, 辞职",,,,,19732,21917,,,,,,
abdicator,'æbdikeitә,n. one who formally relinquishes an office or responsibility,"n. 放弃者, 让位者\n[法] 放弃者, 弃权者",,,,,,,,,,,,
ABDL,,,[计] 自动二进制数据链路,,,,,,,,,,,,
abdomen,'æbdәmen,n. the region of the body of a vertebrate between the thorax and the pelvis,n. 腹部\n[医] 腹[部],,1,,ky,12360,8510,,,,,,
abdominal,æb'dɒminәl,n. the muscles of the abdomen\na. of or relating to or near the abdomen,"a. 腹部的, 有腹鳍的\n[医] 腹[部]的",,,,,9329,9243,,,,,,
abdominous,æb'dɒminәs,s. having a large belly,"a. 大肚子的, 肥胖的\n[医] 腹大的",,,,,,,,,,,,
abducent,æb'dju:sәnt,n. a small motor nerve supplying the lateral rectus muscle of the eye\na. especially of muscles; drawing away from the midline of the body or from an adjacent part,"a. 外展的\n[医] 外展的, 展",,,,,,,,,,,,
abduct,æb'dʌkt,v. pull away from the body,"vt. 诱拐, 绑架, 使外展\n[医] 外展, 展",,1,,toefl,15202,10018,,,,,,
abducted,,,[法] 诱拐,,,,,43073,28474,,,,,,
abductee,",æbdʌk'ti:",,n. 被绑架者,,,,,,21867,,,,,,
abduction,æb'dʌkʃәn,n. the criminal act of capturing and carrying away by force a family member; if a man's wife is abducted it is a crime against the family relationship and against the wife\nn. (physiology) moving of a body part away from the central axis of the body,"n. 诱拐, 绑架, 外展\n[医] 外展, 展",,,,,12831,9684,,,,,,
abductive,,,[计] 诱导的,,,,,,,,,,,,
abductive inferencing,,,[计] 诱导推理,,,,,,,,,,,,
abductive reasoning,,,[计] 诱导推理,,,,,,,,,,,,
abductor,æb'dʌktә,n. a muscle that draws a body part away from the median line,"n. 诱拐者, 绑架者, 外展肌\n[医] 展肌, 外展肌",,,,,38015,21094,,,,,,
abdul,,,n. 阿卜杜勒（人名）,,,,,13219,,,,,,,
Abdullah,",æb'dʌlə",,n. 阿布杜拉（人名）,,,,,17850,,,,,,,
abe,eib,,n. 亚伯（男子名，等于Abraham）,,,,,28164,,,,,,,
abeam,ә'bi:m,r. at right angles to the length of a ship or airplane,ad. 正横(与船的龙骨成直角),,,,,,,,,,,,
abecedarian,.eibi:si:'dєәriәn,n. a novice learning the rudiments of some subject\nn. a 16th century sect of Anabaptists centered in Germany who had an absolute disdain for human knowledge\ns. alphabetically arranged (as for beginning readers),"a. 字母的, 初步的\nn. 初学者, 学字母者, 启蒙老师",,,,,,,,,,,,
abecedarium,.eibi:si:'dєәriәm,,"n. 入门书, 初级读物",,,,,,,,,,,,
abed,ә'bed,r. in bed,ad. 在床上,,,,,43796,24490,,,,,,
Abegg's rule of eight,,,[建] 阿贝格八值定则,,,,,,,,,,,,
Abegg's rule of eightn,,,[机] 阿贝格八值定则,,,,,,,,,,,,
abel,'eibәl,n. Norwegian mathematician (1802-1829)\nn. (Old Testament) Cain and Abel were the first children of Adam and Eve born after the Fall of Man; Abel was killed by Cain,n. 亚伯（亚当和夏娃的次子）；艾贝尔（男子名）,,,,,15956,,,,,,,
Abel flash point,,,[机] 阿贝尔闪点,,,,,,,,,,,,
Abel flash-point apparatusn,,,[机] 艾贝尔闪点试验器,,,,,,,,,,,,
Abelard,"'æbə,la:d",n. French philosopher and theologian; lover of Heloise (1079-1142),n. 阿伯拉德（法国哲学家、神学家）,,,,,37660,,,,,,,
abele,ә'bi:l,,n. 银白杨,,,,,,,,,,,,
Abelian,ә'bi:ljәn,,"a. 阿贝尔定理的, 交换的\n[计] 阿贝尔",,,,,,,,,,,,
Abelian group,,,交换群,,,,,,,,,,,,
abelmosk,'eibәlmɒsk,n. bushy herb of tropical Asia grown for its yellow or pink to scarlet blooms that resemble the hibiscus,n. 黄葵,,,,,,,,,,,,
ABEND,ә'bend,,"[计] 异常结束, 任务异常结束",,,,,,,,,,,,
abend dump,,,[电] 异常倾印,,,,,,,,,,,,
abend unrecoverable,,,[电] 不可恢复的异常终结,,,,,,,,,,,,
ABEOJ,,,[计] 作业异常结束,,,,,,,,,,,,
aber,'æbә,,n. 河口，汇流点,,,,,,,,,,,,
Abercrombie,'æbəkrʌmbi,,n. 阿伯克龙比（人名）,,,,,29022,,,,,,,
Aberdare,",æbə'dεə",n. a mining town in southern Wales,n. 亚伯达；阿伯德尔（英国威尔士南部城镇）,,,,,42447,,,,,,,
aberdeen,",æbә'di:n",n. a town in western Washington\nn. a town in northeastern South Dakota\nn. a town in northeastern Maryland,n. 亚伯丁（英国苏格兰一郡 ）；苏格兰粗毛猎狐狗（等于Aberdeenterrier）,,,,,4625,,,,,,,
Aberdeenshire,",æbә'di:nʃә(r)",,阿伯丁郡[英国苏格兰原郡名],,,,,25998,,,,,,,
Abergavenny,,,阿伯加文尼（地名）,,,,,25938,,,,,,,
AberMUD,,,[计] 冒险游戏的总称,,,,,,,,,,,,
abernathy,,,阿伯内西（苏格兰人姓氏）,,,,,,,,,,,,
Abernethy,'æbәneθi,,n.硬饼干,,,,,43538,,,,,,,
aberraation of light,,,[机] 光像差,,,,,,,,,,,,
aberrance,æ'berәns,n. a state or condition markedly different from the norm,"n. 偏离正路, 偏离常轨, 反常",,,,,,,,,,,,
aberrancy,,,"n. 离开正路, 脱离常规",,,,,,,,,,,,
aberrant,æ'berәnt,n. one whose behavior departs substantially from the norm of a group\ns. markedly different from an accepted norm,"a. 偏离正路的, 偏离常轨的, 畸变的\n[化] 异常的",,,,,22868,19404,,,,,,
aberration,æbә'reiʃәn,n. a disorder in one's mental state\nn. an optical phenomenon resulting from the failure of a lens or mirror to produce a good image,"n. 离开正路, 偏离, 畸变, 光行差, 心理失常, 色差\n[化] 光行差; 像差",,1,,,14307,10933,,,,,,
aberrational,,,离开轨道的，越轨的，脱离常规的,,,,,,40792,,,,,,
Aberystwyth,",æbə'ristwiθ",,n. 阿伯里斯特威斯（英国威尔士西部自治市）,,,,,13374,,,,,,,
abet,ә'bet,"v. assist or encourage, usually in some wrongdoing","vt. 教唆, 煽动, 怂恿, 帮助, 支持",,,,,14446,13524,,,,,,
abetment,ә'betmәnt,n. the verbal act of urging on,"n. 唆使, 帮助, 煽动, 怂恿, 支持\n[法] 教唆, 唆使, 教唆犯罪",,,,,,,,,,,,
abets,,,n. 飞机信标电子试验装置,,,,,,,,,,,,
abetter,ә'betә,,"n. 唆使者, 怂恿者\n[法] 教唆者, 唆使者, 煽动者",,,,,,,,,,,,
abettor,ә'betә,n. one who helps or encourages or incites another,"n. 唆使者, 怂恿者",,,,,,,,,,,,
abeyance,ә'beiәns,n. temporary cessation or suspension,"n. 中止, 暂搁, 停止, 归属待定\n[化] 潜态",,,,,19461,27192,,,,,,
abeyant,ә'beiәnt,s. inactive but capable of becoming active,"a. 中止的, 暂时搁置的\n[法] 中止的, 未定的, 所有人未定的",,,,,,,,,,,,
